#primaryIdentifier	secondaryIdentifier	type	chromosome	start	end
BARCSOYSSR_01_0402		potential_SSR	Gm01	8134753	8134802
BARCSOYSSR_01_0403		potential_SSR	Gm01	8241892	8241953
BARCSOYSSR_01_0404		potential_SSR	Gm01	8301720	8301743
BARCSOYSSR_01_0405		potential_SSR	Gm01	8377622	8377641
BARCSOYSSR_01_0406		potential_SSR	Gm01	8435455	8435484
BARCSOYSSR_01_0407		potential_SSR	Gm01	8444808	8444827
BARCSOYSSR_01_0408		potential_SSR	Gm01	8464480	8464513
BARCSOYSSR_01_0409		potential_SSR	Gm01	8480425	8480450
BARCSOYSSR_01_0410		potential_SSR	Gm01	8487555	8487586
BARCSOYSSR_01_0411		potential_SSR	Gm01	8496197	8496216
BARCSOYSSR_01_0412		potential_SSR	Gm01	8511199	8511236
BARCSOYSSR_01_0413		potential_SSR	Gm01	8535157	8535182
BARCSOYSSR_01_0414		potential_SSR	Gm01	8543804	8543841
BARCSOYSSR_01_0416		potential_SSR	Gm01	8624149	8624190
BARCSOYSSR_01_0417		potential_SSR	Gm01	8678577	8678636
BARCSOYSSR_01_0418		potential_SSR	Gm01	8806821	8806874
BARCSOYSSR_01_0419		potential_SSR	Gm01	8814968	8815011
BARCSOYSSR_01_0420		potential_SSR	Gm01	8818842	8818863
BARCSOYSSR_01_0421		potential_SSR	Gm01	8849837	8849856
BARCSOYSSR_01_0422		potential_SSR	Gm01	8872419	8872438
BARCSOYSSR_01_0423		potential_SSR	Gm01	8920330	8920365
BARCSOYSSR_01_0424		potential_SSR	Gm01	8955195	8955256
BARCSOYSSR_01_0425		potential_SSR	Gm01	8971743	8971802
BARCSOYSSR_01_0426		potential_SSR	Gm01	8981893	8981924
BARCSOYSSR_01_0427		potential_SSR	Gm01	8983159	8983188
BARCSOYSSR_01_0428		potential_SSR	Gm01	8991737	8991762
BARCSOYSSR_01_0429		potential_SSR	Gm01	9022890	9022909
BARCSOYSSR_01_0430		potential_SSR	Gm01	9035054	9035141
BARCSOYSSR_01_0431		potential_SSR	Gm01	9111842	9111889
BARCSOYSSR_01_0432		potential_SSR	Gm01	9119117	9119136
BARCSOYSSR_01_0433		potential_SSR	Gm01	9132669	9132714
BARCSOYSSR_01_0434		potential_SSR	Gm01	9229037	9229063
BARCSOYSSR_01_0435		potential_SSR	Gm01	9245100	9245163
BARCSOYSSR_01_0436		potential_SSR	Gm01	9264960	9265023
BARCSOYSSR_01_0437		potential_SSR	Gm01	9265322	9265345
BARCSOYSSR_01_0438		potential_SSR	Gm01	9285527	9285562
BARCSOYSSR_01_0439		potential_SSR	Gm01	9291917	9291986
BARCSOYSSR_01_0440		potential_SSR	Gm01	9358283	9358322
BARCSOYSSR_01_0441		potential_SSR	Gm01	9359294	9359315
BARCSOYSSR_01_0442		potential_SSR	Gm01	9360252	9360281
BARCSOYSSR_01_0443		potential_SSR	Gm01	9377532	9377553
BARCSOYSSR_01_0444		potential_SSR	Gm01	9378857	9378884
BARCSOYSSR_01_0445		potential_SSR	Gm01	9385691	9385734
BARCSOYSSR_01_0446		potential_SSR	Gm01	9391158	9391225
BARCSOYSSR_01_0447		potential_SSR	Gm01	9429032	9429087
BARCSOYSSR_01_0448		potential_SSR	Gm01	9496706	9496757
BARCSOYSSR_01_0449		potential_SSR	Gm01	9499970	9500027
BARCSOYSSR_01_0450		potential_SSR	Gm01	9512015	9512034
BARCSOYSSR_01_0451		potential_SSR	Gm01	9535559	9535592
BARCSOYSSR_01_0452		potential_SSR	Gm01	9594429	9594456
BARCSOYSSR_01_0453		potential_SSR	Gm01	9670529	9670580
BARCSOYSSR_01_0454		potential_SSR	Gm01	9696868	9696907
BARCSOYSSR_01_0455		potential_SSR	Gm01	9713682	9713739
BARCSOYSSR_01_0456		potential_SSR	Gm01	9754790	9754857
BARCSOYSSR_01_0457		potential_SSR	Gm01	9772556	9772582
BARCSOYSSR_01_0458		potential_SSR	Gm01	9775656	9775679
BARCSOYSSR_01_0459		potential_SSR	Gm01	9797896	9797931
BARCSOYSSR_01_0460		potential_SSR	Gm01	9822076	9822095
BARCSOYSSR_01_0461		potential_SSR	Gm01	9822897	9822934
BARCSOYSSR_01_0462		potential_SSR	Gm01	9927299	9927334
BARCSOYSSR_01_0464		potential_SSR	Gm01	9934209	9934270
BARCSOYSSR_01_0465		potential_SSR	Gm01	9957258	9957291
BARCSOYSSR_01_0466		potential_SSR	Gm01	9962611	9962649
BARCSOYSSR_01_0467		potential_SSR	Gm01	9963653	9963710
BARCSOYSSR_01_0468		potential_SSR	Gm01	9991936	9991959
BARCSOYSSR_01_0469		potential_SSR	Gm01	9996073	9996094
BARCSOYSSR_01_0470		potential_SSR	Gm01	10186560	10186598
BARCSOYSSR_01_0471		potential_SSR	Gm01	10606583	10606609
BARCSOYSSR_01_0472		potential_SSR	Gm01	10626614	10626637
BARCSOYSSR_01_0473		potential_SSR	Gm01	10648937	10648992
BARCSOYSSR_01_0474		potential_SSR	Gm01	10748912	10748939
BARCSOYSSR_01_0475		potential_SSR	Gm01	10768677	10768700
BARCSOYSSR_01_0476		potential_SSR	Gm01	10800072	10800103
BARCSOYSSR_01_0477		potential_SSR	Gm01	10800293	10800346
BARCSOYSSR_01_0478		potential_SSR	Gm01	10805200	10805237
BARCSOYSSR_01_0479		potential_SSR	Gm01	10962696	10962725
BARCSOYSSR_01_0480		potential_SSR	Gm01	10992307	10992326
BARCSOYSSR_01_0481		potential_SSR	Gm01	11034620	11034663
BARCSOYSSR_01_0482		potential_SSR	Gm01	11100003	11100022
BARCSOYSSR_01_0483		potential_SSR	Gm01	11103076	11103133
BARCSOYSSR_01_0484		potential_SSR	Gm01	11103886	11103939
BARCSOYSSR_01_0485		potential_SSR	Gm01	11111474	11111515
BARCSOYSSR_01_0486		potential_SSR	Gm01	11232160	11232181
BARCSOYSSR_01_0487		potential_SSR	Gm01	11238510	11238551
BARCSOYSSR_01_0488		potential_SSR	Gm01	11244319	11244346
BARCSOYSSR_01_0489		potential_SSR	Gm01	11246894	11246939
BARCSOYSSR_01_0490		potential_SSR	Gm01	11253471	11253522
BARCSOYSSR_01_0491		potential_SSR	Gm01	11260145	11260166
BARCSOYSSR_01_0492		potential_SSR	Gm01	11338309	11338328
BARCSOYSSR_01_0493		potential_SSR	Gm01	11347575	11347640
BARCSOYSSR_01_0494		potential_SSR	Gm01	11391449	11391492
BARCSOYSSR_01_0495		potential_SSR	Gm01	11506573	11506626
BARCSOYSSR_01_0496		potential_SSR	Gm01	11572723	11572764
BARCSOYSSR_01_0497		potential_SSR	Gm01	11585584	11585611
BARCSOYSSR_01_0498		potential_SSR	Gm01	11627788	11627809
BARCSOYSSR_01_0499		potential_SSR	Gm01	11629002	11629031
BARCSOYSSR_01_0500		potential_SSR	Gm01	11658374	11658431
BARCSOYSSR_01_0501		potential_SSR	Gm01	11660288	11660323
BARCSOYSSR_01_0502		potential_SSR	Gm01	11660580	11660635
BARCSOYSSR_01_0503		potential_SSR	Gm01	11705519	11705538
BARCSOYSSR_01_0504		potential_SSR	Gm01	11707450	11707493
BARCSOYSSR_01_0505		potential_SSR	Gm01	11715468	11715501
BARCSOYSSR_01_0506		potential_SSR	Gm01	12040299	12040320
BARCSOYSSR_01_0508		potential_SSR	Gm01	12565122	12565183
BARCSOYSSR_01_0509		potential_SSR	Gm01	12565697	12565736
BARCSOYSSR_01_0510		potential_SSR	Gm01	12672144	12672177
BARCSOYSSR_01_0511		potential_SSR	Gm01	12717470	12717505
BARCSOYSSR_01_0512		potential_SSR	Gm01	12718148	12718169
BARCSOYSSR_01_0513		potential_SSR	Gm01	12721245	12721266
BARCSOYSSR_01_0514		potential_SSR	Gm01	12726309	12726332
BARCSOYSSR_01_0515		potential_SSR	Gm01	12789508	12789545
BARCSOYSSR_01_0516		potential_SSR	Gm01	12790264	12790315
BARCSOYSSR_01_0517		potential_SSR	Gm01	12791121	12791140
BARCSOYSSR_01_0518		potential_SSR	Gm01	12792765	12792794
BARCSOYSSR_01_0519		potential_SSR	Gm01	12844195	12844218
BARCSOYSSR_01_0520		potential_SSR	Gm01	12862796	12862841
BARCSOYSSR_01_0521		potential_SSR	Gm01	12898731	12898788
BARCSOYSSR_01_0522		potential_SSR	Gm01	12900351	12900396
BARCSOYSSR_01_0523		potential_SSR	Gm01	12904725	12904780
BARCSOYSSR_01_0524		potential_SSR	Gm01	12934641	12934700
BARCSOYSSR_01_0525		potential_SSR	Gm01	12936246	12936273
BARCSOYSSR_01_0526		potential_SSR	Gm01	12936554	12936601
BARCSOYSSR_01_0527		potential_SSR	Gm01	12950292	12950331
BARCSOYSSR_01_0528		potential_SSR	Gm01	12955204	12955225
BARCSOYSSR_01_0529		potential_SSR	Gm01	13047066	13047089
BARCSOYSSR_01_0530		potential_SSR	Gm01	13098677	13098736
BARCSOYSSR_01_0531		potential_SSR	Gm01	13102068	13102127
BARCSOYSSR_01_0532		potential_SSR	Gm01	13129044	13129089
BARCSOYSSR_01_0533		potential_SSR	Gm01	13130142	13130204
BARCSOYSSR_01_0534		potential_SSR	Gm01	13221825	13221844
BARCSOYSSR_01_0535		potential_SSR	Gm01	13223856	13223877
BARCSOYSSR_01_0536		potential_SSR	Gm01	13326073	13326100
BARCSOYSSR_01_0537		potential_SSR	Gm01	13357473	13357498
BARCSOYSSR_01_0538		potential_SSR	Gm01	13385632	13385691
BARCSOYSSR_01_0539		potential_SSR	Gm01	13409797	13409820
BARCSOYSSR_01_0540		potential_SSR	Gm01	13424032	13424082
BARCSOYSSR_01_0541		potential_SSR	Gm01	29536843	29536864
BARCSOYSSR_01_0542		potential_SSR	Gm01	29500081	29500104
BARCSOYSSR_01_0543		potential_SSR	Gm01	29139119	29139178
BARCSOYSSR_01_0544		potential_SSR	Gm01	29301933	29301976
BARCSOYSSR_01_0545		potential_SSR	Gm01	29993675	29993694
BARCSOYSSR_01_0546		potential_SSR	Gm01	30015403	30015422
BARCSOYSSR_01_0547		potential_SSR	Gm01	30259515	30259587
BARCSOYSSR_01_0548		potential_SSR	Gm01	30554932	30554955
BARCSOYSSR_01_0549		potential_SSR	Gm06	25285429	25285452
BARCSOYSSR_01_0550		potential_SSR	Gm06	25163007	25163064
BARCSOYSSR_01_0551		potential_SSR	Gm06	25161921	25162014
BARCSOYSSR_01_0552		potential_SSR	Gm01	30712666	30712711
BARCSOYSSR_01_0553		potential_SSR	Gm01	31058203	31058224
BARCSOYSSR_01_0554		potential_SSR	Gm01	31301977	31302000
BARCSOYSSR_01_0555		potential_SSR	Gm01	31336496	31336529
BARCSOYSSR_01_0556		potential_SSR	Gm01	31340492	31340559
BARCSOYSSR_01_0557		SSR	Gm01	31366870	31366932
BARCSOYSSR_01_0558		potential_SSR	Gm01	31374650	31374669
BARCSOYSSR_01_0559		potential_SSR	Gm01	31408004	31408051
BARCSOYSSR_01_0560		potential_SSR	Gm01	31437771	31437836
BARCSOYSSR_01_0561		potential_SSR	Gm01	31518332	31518381
BARCSOYSSR_01_0562		potential_SSR	Gm01	31647643	31647675
BARCSOYSSR_01_0563		potential_SSR	Gm01	14686159	14686225
BARCSOYSSR_01_0564		potential_SSR	Gm01	14241446	14241503
BARCSOYSSR_01_0565		potential_SSR	Gm01	14201984	14202023
BARCSOYSSR_01_0566		potential_SSR	Gm01	14190015	14190098
BARCSOYSSR_01_0567		potential_SSR	Gm01	14113933	14113962
BARCSOYSSR_01_0568		potential_SSR	Gm01	14104981	14105030
BARCSOYSSR_01_0569		potential_SSR	Gm01	13914196	13914249
BARCSOYSSR_01_0570		potential_SSR	Gm01	16483330	16483399
BARCSOYSSR_01_0571		potential_SSR	Gm01	16509090	16509109
BARCSOYSSR_01_0572		potential_SSR	Gm01	16548547	16548612
BARCSOYSSR_01_0573		potential_SSR	Gm01	16648405	16648449
BARCSOYSSR_01_0574		potential_SSR	Gm01	16707404	16707453
BARCSOYSSR_01_0575		potential_SSR	Gm01	16822042	16822081
BARCSOYSSR_01_0576		potential_SSR	Gm01	16872579	16872632
BARCSOYSSR_01_0577		potential_SSR	Gm01	16913303	16913342
BARCSOYSSR_01_0578		potential_SSR	Gm01	16914993	16915036
BARCSOYSSR_01_0579		potential_SSR	Gm01	16917918	16917941
BARCSOYSSR_01_0580		potential_SSR	Gm01	16935348	16935375
BARCSOYSSR_01_0581		potential_SSR	Gm01	16941898	16941939
BARCSOYSSR_01_0582		potential_SSR	Gm01	16947546	16947607
BARCSOYSSR_01_0583		potential_SSR	Gm01	16949057	16949086
BARCSOYSSR_01_0584		potential_SSR	Gm01	16949726	16949749
BARCSOYSSR_01_0585		potential_SSR	Gm01	17048259	17048292
BARCSOYSSR_01_0586		potential_SSR	Gm01	17061774	17061793
BARCSOYSSR_01_0587		potential_SSR	Gm01	17123768	17123791
BARCSOYSSR_01_0588		potential_SSR	Gm01	17159563	17159582
BARCSOYSSR_01_0589		potential_SSR	Gm01	17316398	17316419
BARCSOYSSR_01_0590		potential_SSR	Gm01	17494881	17494904
BARCSOYSSR_01_0591		potential_SSR	Gm01	17498130	17498179
BARCSOYSSR_01_0592		potential_SSR	Gm01	17781094	17781117
BARCSOYSSR_01_0593		potential_SSR	Gm01	18180623	18180642
BARCSOYSSR_01_0594		potential_SSR	Gm01	18189200	18189251
BARCSOYSSR_01_0595		potential_SSR	Gm01	18299744	18299789
BARCSOYSSR_01_0596		potential_SSR	Gm01	18321823	18321892
BARCSOYSSR_01_0597		potential_SSR	Gm01	18339036	18339071
BARCSOYSSR_01_0598		potential_SSR	Gm01	18356819	18356844
BARCSOYSSR_01_0599		potential_SSR	Gm01	18384585	18384638
BARCSOYSSR_01_0600		potential_SSR	Gm01	18530049	18530072
BARCSOYSSR_01_0601		potential_SSR	Gm01	18532723	18532742
BARCSOYSSR_01_0602		potential_SSR	Gm01	18865225	18865290
BARCSOYSSR_01_0603		potential_SSR	Gm01	18972071	18972098
BARCSOYSSR_01_0604		potential_SSR	Gm01	18973938	18973973
BARCSOYSSR_01_0605		potential_SSR	Gm01	18992372	18992443
BARCSOYSSR_01_0606		potential_SSR	Gm01	18997138	18997159
BARCSOYSSR_01_0607		potential_SSR	Gm01	19005477	19005496
BARCSOYSSR_01_0608		potential_SSR	Gm01	19199663	19199682
BARCSOYSSR_01_0609		potential_SSR	Gm01	19742331	19742354
BARCSOYSSR_01_0610		potential_SSR	Gm01	19921559	19921578
BARCSOYSSR_01_0611		potential_SSR	Gm01	19956982	19957017
BARCSOYSSR_01_0612		potential_SSR	Gm01	19982262	19982311
BARCSOYSSR_01_0613		potential_SSR	Gm01	19992968	19992993
BARCSOYSSR_01_0614		potential_SSR	Gm01	19998026	19998045
BARCSOYSSR_01_0615		potential_SSR	Gm01	20090813	20090850
BARCSOYSSR_01_0616		potential_SSR	Gm01	20091071	20091132
BARCSOYSSR_01_0617		potential_SSR	Gm01	20117634	20117657
BARCSOYSSR_01_0618		potential_SSR	Gm01	20173096	20173161
BARCSOYSSR_01_0619		potential_SSR	Gm01	20176617	20176662
BARCSOYSSR_01_0620		potential_SSR	Gm01	20339809	20339901
BARCSOYSSR_01_0621		potential_SSR	Gm01	20351834	20351857
BARCSOYSSR_01_0622		potential_SSR	Gm01	20388621	20388640
BARCSOYSSR_01_0623		potential_SSR	Gm01	20393342	20393421
BARCSOYSSR_01_0624		potential_SSR	Gm01	20393866	20393889
BARCSOYSSR_01_0625		potential_SSR	Gm01	20434609	20434646
BARCSOYSSR_01_0626		potential_SSR	Gm01	20443424	20443453
BARCSOYSSR_01_0627		potential_SSR	Gm01	20443617	20443636
BARCSOYSSR_01_0628		potential_SSR	Gm01	20458447	20458468
BARCSOYSSR_01_0629		potential_SSR	Gm01	20611202	20611261
BARCSOYSSR_01_0630		potential_SSR	Gm01	20647880	20647921
BARCSOYSSR_01_0632		potential_SSR	Gm01	21014094	21014125
BARCSOYSSR_01_0633		potential_SSR	Gm01	21202785	21202804
BARCSOYSSR_01_0634		potential_SSR	Gm01	21208904	21208925
BARCSOYSSR_01_0635		potential_SSR	Gm01	21342893	21342948
BARCSOYSSR_01_0636		potential_SSR	Gm01	21664276	21664309
BARCSOYSSR_01_0637		potential_SSR	Gm01	21705907	21705938
BARCSOYSSR_01_0638		potential_SSR	Gm01	21706407	21706428
BARCSOYSSR_01_0639		potential_SSR	Gm01	21707358	21707379
BARCSOYSSR_01_0640		potential_SSR	Gm01	21720010	21720065
BARCSOYSSR_01_0641		potential_SSR	Gm01	21787253	21787298
BARCSOYSSR_01_0642		potential_SSR	Gm01	21961975	21962026
BARCSOYSSR_01_0643		potential_SSR	Gm01	21967331	21967387
BARCSOYSSR_01_0644		potential_SSR	Gm01	22231797	22231842
BARCSOYSSR_01_0645		potential_SSR	Gm01	22490554	22490573
BARCSOYSSR_01_0646		potential_SSR	Gm01	22694963	22695000
BARCSOYSSR_01_0647		potential_SSR	Gm01	23009294	23009313
BARCSOYSSR_01_0648		potential_SSR	Gm01	23017410	23017441
BARCSOYSSR_01_0649		potential_SSR	Gm01	23042517	23042592
BARCSOYSSR_01_0650		potential_SSR	Gm01	23387101	23387148
BARCSOYSSR_01_0651		potential_SSR	Gm01	23604923	23604954
BARCSOYSSR_01_0652		potential_SSR	Gm01	23694686	23694725
BARCSOYSSR_01_0653		potential_SSR	Gm01	23862221	23862262
BARCSOYSSR_01_0654		potential_SSR	Gm01	23958872	23958901
BARCSOYSSR_01_0655		potential_SSR	Gm01	24013025	24013078
BARCSOYSSR_01_0656		potential_SSR	Gm01	24041222	24041253
BARCSOYSSR_01_0657		potential_SSR	Gm01	24041647	24041708
BARCSOYSSR_01_0658		potential_SSR	Gm01	24111251	24111308
BARCSOYSSR_01_0659		potential_SSR	Gm01	24118828	24118855
BARCSOYSSR_01_0660		potential_SSR	Gm01	24119604	24119623
BARCSOYSSR_01_0661		potential_SSR	Gm01	24126849	24126914
BARCSOYSSR_01_0662		potential_SSR	Gm01	24128339	24128390
BARCSOYSSR_01_0663		potential_SSR	Gm01	24146542	24146561
BARCSOYSSR_01_0664		potential_SSR	Gm01	24162564	24162629
BARCSOYSSR_01_0665		potential_SSR	Gm01	24172147	24172174
BARCSOYSSR_01_0666		potential_SSR	Gm01	24265057	24265088
BARCSOYSSR_01_0667		potential_SSR	Gm01	24269079	24269100
BARCSOYSSR_01_0668		potential_SSR	Gm01	24274959	24275010
BARCSOYSSR_01_0669		SSR	Gm01	24275373	24275444
BARCSOYSSR_01_0670		potential_SSR	Gm01	24290503	24290560
BARCSOYSSR_01_0671		potential_SSR	Gm01	24292389	24292426
BARCSOYSSR_01_0672		potential_SSR	Gm01	24309109	24309176
BARCSOYSSR_01_0674		potential_SSR	Gm01	24431390	24431443
BARCSOYSSR_01_0675		potential_SSR	Gm01	24454022	24454075
BARCSOYSSR_01_0676		potential_SSR	Gm01	24455773	24455792
BARCSOYSSR_01_0677		potential_SSR	Gm01	24459277	24459304
BARCSOYSSR_01_0678		potential_SSR	Gm01	24495354	24495399
BARCSOYSSR_01_0679		SSR	Gm01	24555135	24555198
BARCSOYSSR_01_0680		potential_SSR	Gm01	24601412	24601465
BARCSOYSSR_01_0681		potential_SSR	Gm01	24656691	24656768
BARCSOYSSR_01_0682		potential_SSR	Gm01	24657281	24657336
BARCSOYSSR_01_0683		potential_SSR	Gm01	24668134	24668155
BARCSOYSSR_01_0684		potential_SSR	Gm01	24689700	24689729
BARCSOYSSR_01_0685		potential_SSR	Gm01	24774390	24774429
BARCSOYSSR_01_0686		SSR	Gm01	24851211	24851281
BARCSOYSSR_01_0687		potential_SSR	Gm01	24851234	24851281
BARCSOYSSR_01_0688		potential_SSR	Gm01	24853872	24853925
BARCSOYSSR_01_0689		potential_SSR	Gm01	24856097	24856162
BARCSOYSSR_01_0690		potential_SSR	Gm01	24931946	24931985
BARCSOYSSR_01_0691		potential_SSR	Gm01	24977606	24977663
BARCSOYSSR_01_0692		potential_SSR	Gm01	24992220	24992275
BARCSOYSSR_01_0693		potential_SSR	Gm01	25004022	25004047
BARCSOYSSR_01_0694		potential_SSR	Gm01	25053705	25053749
BARCSOYSSR_01_0695		potential_SSR	Gm01	25056152	25056183
BARCSOYSSR_01_0696		potential_SSR	Gm01	25114597	25114620
BARCSOYSSR_01_0697		potential_SSR	Gm01	25136076	25136129
BARCSOYSSR_01_0698		potential_SSR	Gm01	25272867	25272890
BARCSOYSSR_01_0699		potential_SSR	Gm01	25342597	25342623
BARCSOYSSR_01_0700		potential_SSR	Gm01	25374041	25374134
BARCSOYSSR_01_0701		potential_SSR	Gm01	25378264	25378293
BARCSOYSSR_01_0702		potential_SSR	Gm01	25398184	25398203
BARCSOYSSR_01_0703		potential_SSR	Gm01	25464565	25464588
BARCSOYSSR_01_0704		potential_SSR	Gm01	25586566	25586589
BARCSOYSSR_01_0705		potential_SSR	Gm01	25612972	25612991
BARCSOYSSR_01_0706		potential_SSR	Gm01	25634537	25634605
BARCSOYSSR_01_0707		potential_SSR	Gm01	25634825	25634844
BARCSOYSSR_01_0708		potential_SSR	Gm01	25650529	25650576
BARCSOYSSR_01_0709		potential_SSR	Gm01	25657469	25657524
BARCSOYSSR_01_0710		potential_SSR	Gm01	25659460	25659513
BARCSOYSSR_01_0711		potential_SSR	Gm01	25736217	25736246
BARCSOYSSR_01_0712		potential_SSR	Gm01	25831203	25831229
BARCSOYSSR_01_0713		potential_SSR	Gm01	25846586	25846623
BARCSOYSSR_01_0714		potential_SSR	Gm01	25860971	25861028
BARCSOYSSR_01_0715		potential_SSR	Gm01	25917427	25917496
BARCSOYSSR_01_0716		potential_SSR	Gm01	26104013	26104105
BARCSOYSSR_01_0717		potential_SSR	Gm01	26104637	26104690
BARCSOYSSR_01_0718		potential_SSR	Gm01	26112228	26112293
BARCSOYSSR_01_0719		potential_SSR	Gm01	26341832	26341889
BARCSOYSSR_01_0720		potential_SSR	Gm01	26365301	26365370
BARCSOYSSR_01_0721		potential_SSR	Gm01	26366718	26366786
BARCSOYSSR_01_0722		potential_SSR	Gm01	26433729	26433752
BARCSOYSSR_01_0723		potential_SSR	Gm01	26473022	26473045
BARCSOYSSR_01_0724		potential_SSR	Gm01	26486497	26486534
BARCSOYSSR_01_0725		potential_SSR	Gm01	26492613	26492656
BARCSOYSSR_01_0726		potential_SSR	Gm01	26514661	26514720
BARCSOYSSR_01_0727		potential_SSR	Gm01	26538831	26538875
BARCSOYSSR_01_0728		potential_SSR	Gm01	26580783	26580814
BARCSOYSSR_01_0729		potential_SSR	Gm01	26583952	26583975
BARCSOYSSR_01_0730		SSR	Gm01	26610122	26610166
BARCSOYSSR_01_0731		potential_SSR	Gm01	26667664	26667715
BARCSOYSSR_01_0732		potential_SSR	Gm01	26778886	26778943
BARCSOYSSR_01_0733		potential_SSR	Gm01	26795623	26795676
BARCSOYSSR_01_0734		potential_SSR	Gm01	26844184	26844291
BARCSOYSSR_01_0735		potential_SSR	Gm01	26848752	26848799
BARCSOYSSR_01_0736		potential_SSR	Gm01	26849790	26849851
BARCSOYSSR_01_0737		potential_SSR	Gm01	26851591	26851654
BARCSOYSSR_01_0738		potential_SSR	Gm01	26879588	26879620
BARCSOYSSR_01_0739		potential_SSR	Gm01	26890461	26890490
BARCSOYSSR_01_0740		potential_SSR	Gm01	26948533	26948583
BARCSOYSSR_01_0741		potential_SSR	Gm01	26948533	26948568
BARCSOYSSR_01_0742		potential_SSR	Gm01	26952154	26952197
BARCSOYSSR_01_0743		potential_SSR	Gm01	26956317	26956346
BARCSOYSSR_01_0744		potential_SSR	Gm01	26956837	26956878
BARCSOYSSR_01_0745		potential_SSR	Gm01	26974302	26974325
BARCSOYSSR_01_0746		potential_SSR	Gm01	26988896	26988933
BARCSOYSSR_01_0747		potential_SSR	Gm01	27024124	27024145
BARCSOYSSR_01_0748		potential_SSR	Gm01	27025139	27025204
BARCSOYSSR_01_0749		potential_SSR	Gm01	27130307	27130340
BARCSOYSSR_01_0750		potential_SSR	Gm01	27130965	27131047
BARCSOYSSR_01_0751		potential_SSR	Gm01	27138698	27138717
BARCSOYSSR_01_0752		potential_SSR	Gm01	27175990	27176019
BARCSOYSSR_01_0753		potential_SSR	Gm01	27192112	27192169
BARCSOYSSR_01_0754		potential_SSR	Gm01	27192934	27193017
BARCSOYSSR_01_0755		potential_SSR	Gm01	27265860	27265929
BARCSOYSSR_01_0756		potential_SSR	Gm01	27374173	27374194
BARCSOYSSR_01_0757		potential_SSR	Gm01	27408304	27408363
BARCSOYSSR_01_0758		potential_SSR	Gm01	27438886	27438939
BARCSOYSSR_01_0759		potential_SSR	Gm01	27497853	27497916
BARCSOYSSR_01_0760		potential_SSR	Gm01	27507426	27507475
BARCSOYSSR_01_0761		potential_SSR	Gm01	27762525	27762551
BARCSOYSSR_01_0762		potential_SSR	Gm01	27773129	27773148
BARCSOYSSR_01_0763		potential_SSR	Gm01	27793053	27793078
BARCSOYSSR_01_0764		potential_SSR	Gm01	27808478	27808535
BARCSOYSSR_01_0765		potential_SSR	Gm01	27812536	27812571
BARCSOYSSR_01_0766		potential_SSR	Gm01	27896397	27896426
BARCSOYSSR_01_0767		potential_SSR	Gm01	28014423	28014466
BARCSOYSSR_01_0768		potential_SSR	Gm01	28171538	28171587
BARCSOYSSR_01_0769		potential_SSR	Gm01	28211860	28211915
BARCSOYSSR_01_0770		potential_SSR	Gm01	28302402	28302423
BARCSOYSSR_01_0771		SSR	Gm01	28312288	28312335
BARCSOYSSR_01_0772		potential_SSR	Gm01	28317894	28317953
BARCSOYSSR_01_0773		SSR	Gm01	28349540	28349581
BARCSOYSSR_01_0774		potential_SSR	Gm01	28475820	28475843
BARCSOYSSR_01_0775		potential_SSR	Gm01	28563226	28563255
BARCSOYSSR_01_0776		potential_SSR	Gm01	28648800	28648849
BARCSOYSSR_01_0777		potential_SSR	Gm01	28664401	28664468
BARCSOYSSR_01_0778		potential_SSR	Gm01	29051035	29051104
BARCSOYSSR_01_0779		potential_SSR	Gm01	29083898	29083957
BARCSOYSSR_01_0780		potential_SSR	Gm01	31973658	31973683
BARCSOYSSR_01_0781		potential_SSR	Gm01	32027799	32027852
BARCSOYSSR_01_0782		potential_SSR	Gm01	32030418	32030463
BARCSOYSSR_01_0783		potential_SSR	Gm01	32034038	32034069
BARCSOYSSR_01_0784		potential_SSR	Gm01	32079108	32079161
BARCSOYSSR_01_0785		potential_SSR	Gm01	32121608	32121665
BARCSOYSSR_01_0786		potential_SSR	Gm01	32143716	32143737
BARCSOYSSR_01_0787		potential_SSR	Gm01	32191373	32191396
BARCSOYSSR_01_0788		potential_SSR	Gm01	32574477	32574500
BARCSOYSSR_01_0789		potential_SSR	Gm01	32574874	32574925
BARCSOYSSR_01_0790		potential_SSR	Gm01	32580521	32580540
BARCSOYSSR_01_0791		potential_SSR	Gm01	32596718	32596769
BARCSOYSSR_01_0792		potential_SSR	Gm01	32728434	32728477
BARCSOYSSR_01_0793		potential_SSR	Gm01	32744395	32744416
BARCSOYSSR_01_0794		potential_SSR	Gm01	32797108	32797137
BARCSOYSSR_01_0795		potential_SSR	Gm01	32797588	32797611
BARCSOYSSR_01_0796		potential_SSR	Gm01	32879160	32879183
BARCSOYSSR_01_0797		potential_SSR	Gm01	32887481	32887531
BARCSOYSSR_01_0798		potential_SSR	Gm01	32887810	32887907
BARCSOYSSR_01_0799		potential_SSR	Gm01	32965047	32965066
BARCSOYSSR_01_0800		potential_SSR	Gm01	32989641	32989667
BARCSOYSSR_01_0801		potential_SSR	Gm01	32990770	32990791
BARCSOYSSR_01_0802		potential_SSR	Gm01	32991217	32991240
BARCSOYSSR_01_0803		potential_SSR	Gm01	33000942	33000995
BARCSOYSSR_01_0804		potential_SSR	Gm01	33026202	33026221
BARCSOYSSR_01_0805		potential_SSR	Gm01	33029892	33029919
