#QTLName	Parent_1	Parent_2	TraitName	Journal	Year	Volume	Page	Title
Corn earworm 4-1	Cobb	PI171451	Reaction to Helicoverpa zea	Crop Science	2000	40	233-238	Quantitative trait loci for antibiosis resistance to corn earworm in soybean
Corn earworm 5-1	Cobb	PI227687	Reaction to Helicoverpa zea	Crop Science	2000	40	233-238	Quantitative trait loci for antibiosis resistance to corn earworm in soybean
Corn earworm 5-2	Cobb	PI227687	Reaction to Helicoverpa zea	Crop Science	2000	40	233-238	Quantitative trait loci for antibiosis resistance to corn earworm in soybean
Corn earworm 6-1	Cobb	PI229358	Reaction to Helicoverpa zea	Crop Science	2000	40	233-238	Quantitative trait loci for antibiosis resistance to corn earworm in soybean
Corn earworm 6-2	Cobb	PI229358	Reaction to Helicoverpa zea	Crop Science	2000	40	233-238	Quantitative trait loci for antibiosis resistance to corn earworm in soybean
Corn earworm 6-3	Cobb	PI229358	Reaction to Helicoverpa zea	Crop Science	2000	40	233-238	Quantitative trait loci for antibiosis resistance to corn earworm in soybean
Corn earworm 7-1	Minsoy	Noir 1	Reaction to Helicoverpa zea	Crop Science	2000	40	375-382	Soybean quantitative trait loci for resistance to insects
Corn earworm 7-2	Minsoy	Noir 1	Reaction to Helicoverpa zea	Crop Science	2000	40	375-382	Soybean quantitative trait loci for resistance to insects
Corn earworm 7-3	Minsoy	Noir 1	Reaction to Helicoverpa zea	Crop Science	2000	40	375-382	Soybean quantitative trait loci for resistance to insects
Corn earworm 7-4	Minsoy	Noir 1	Reaction to Helicoverpa zea	Crop Science	2000	40	375-382	Soybean quantitative trait loci for resistance to insects
Corn earworm 7-5	Minsoy	Noir 1	Reaction to Helicoverpa zea	Crop Science	2000	40	375-382	Soybean quantitative trait loci for resistance to insects
Corn earworm 8-1	Minsoy	Archer	Reaction to Helicoverpa zea	Crop Science	2000	40	375-382	Soybean quantitative trait loci for resistance to insects
Corn earworm 8-2	Minsoy	Archer	Reaction to Helicoverpa zea	Crop Science	2000	40	375-382	Soybean quantitative trait loci for resistance to insects
Corn earworm 8-3	Minsoy	Archer	Reaction to Helicoverpa zea	Crop Science	2000	40	375-382	Soybean quantitative trait loci for resistance to insects
Corn earworm 9-1	Cobb	PI229358	Reaction to Helicoverpa zea	Crop Science	2001	41	1931-1939	A Retrospective DNA Marker Assessment of the Development of Insect Resistant Soybean
Corn earworm 9-2	Cobb	PI229358	Reaction to Helicoverpa zea	Crop Science	2001	41	1931-1939	A Retrospective DNA Marker Assessment of the Development of Insect Resistant Soybean
Corn earworm 9-3	Cobb	PI229358	Reaction to Helicoverpa zea	Crop Science	2001	41	1931-1939	A Retrospective DNA Marker Assessment of the Development of Insect Resistant Soybean
Corn earworm 9-4	Cobb	PI229358	Reaction to Helicoverpa zea	Crop Science	2001	41	1931-1939	A Retrospective DNA Marker Assessment of the Development of Insect Resistant Soybean
Corn earworm 9-5	Cobb	PI229358	Reaction to Helicoverpa zea	Crop Science	2001	41	1931-1939	A Retrospective DNA Marker Assessment of the Development of Insect Resistant Soybean
cqR8 Full maturity-001	PI 468916	A81-356022	R8 Full Maturity	Crop Science	2006	46	834-839	Fine Mapping of a Seed Protein QTL on Soybean Linkage Group I and Its Correlated Effects on Agronomic Traits
cqSCN-001			Reaction to Heterodera glycines	Crop Science	1997	37	1611-1615	Two microsatellite markers that flank the major soybean cyst nematode resistance locus.
cqSCN-001			Reaction to Heterodera glycines		1987	16	135-209	Qualitative genetics and cytogenetics.
cqSCN-001			Reaction to Heterodera glycines	Theoretical and Applied Genetics	2001	103	710-717	Forrest resistance to the soybean cyst nematode is bigenic: saturation mapping of the Rhg1 and Rhg4 loci
cqSCN-001			Reaction to Heterodera glycines	Crop Science	2002	42	271-277	Quantitative trait loci in Two Soybean Recombinant Inbred Line Populations Segregating for Yield and Disease Resistance
cqSCN-001			Reaction to Heterodera glycines	Molecular Genetics and Genomics	2001	265	207-214	Conversion of AFLP bands into high-throughput DNA markers
cqSCN-002			Reaction to Heterodera glycines	Theoretical and Applied Genetics	1998	97	1047-1052	Molecular markers residing close to the Rhg4 locus conferring resistance to soybean cyst nematode race 3 on linkage group A of soybean.
cqSCN-002			Reaction to Heterodera glycines	Crop Science	1999	39	982-987	Selecting soybean cultivars for dual resistance to soybean cyst nematode and sudden death syndrome using two DNA markers.
cqSCN-002			Reaction to Heterodera glycines		1987	16	135-209	Qualitative genetics and cytogenetics.
cqSCN-002			Reaction to Heterodera glycines	Theoretical and Applied Genetics	2001	103	710-717	Forrest resistance to the soybean cyst nematode is bigenic: saturation mapping of the Rhg1 and Rhg4 loci
cqSCN-002			Reaction to Heterodera glycines	Crop Science	2002	42	271-277	Quantitative trait loci in Two Soybean Recombinant Inbred Line Populations Segregating for Yield and Disease Resistance
cqSCN-002			Reaction to Heterodera glycines	Molecular Genetics and Genomics	2001	265	207-214	Conversion of AFLP bands into high-throughput DNA markers
cqSCN-002			Reaction to Heterodera glycines	Molecular Breeding	2001	7	63-71	High-throughput genotyping for a polymorphism linked to soybean cyst nematode resistance gene Rhg4 by using Taqman (TM) probes
cqSCN-003			Reaction to Heterodera glycines	Crop Science	2004	44	707-710	Near Isogenic Lines Confirm a Soybean Cyst Nematode Resistance Gene from PI88788 on Linkage Group J
cqSCN-005	Hartwig	Flyer	Reaction to Heterodera glycines					Iso-lines and inbred-lines confirmed loci that underlie resistance from cultivar 'Hartwig' to three soybean cyst nematode populations
cqSCN-006	PI 468916	A81-356022	Reaction to Heterodera glycines	Crop Science	2005	45	2473-2481	Localization of Two Loci that Confer Resistance to Soybean Cyst Nematode from Glycine soja PI 468916	Crop Sci. 2005, 45(6):2473-2481
cqSCN-007	PI 468916	A81-356022	Reaction to Heterodera glycines	Crop Science	2005	45	2473-2481	Localization of Two Loci that Confer Resistance to Soybean Cyst Nematode from Glycine soja PI 468916	Crop Sci. 2005, 45(6):2473-2481
cqSDS-001	Ripley	Spencer	Reaction to Fusarium solani f sp glycines infection	Crop Science	2007	20	53-62	Mapping and confirmation of a new sudden death syndrome resistance QTL on linkage group D2 from the soybean genotypes PI 567374 and Ripley
cqSeed oil-001	PI 97100	Coker 237	Seed oil content	Crop Science	2004	44	1218-1225	Validation and Designation of Quantitative Trait Loci for Seed Protein, Seed Oil, and Seed Weight from Two Soybean Populations
cqSeed oil-002	PI 97100	Coker 237	Seed oil content	Crop Science	2004	44	1218-1225	Validation and Designation of Quantitative Trait Loci for Seed Protein, Seed Oil, and Seed Weight from Two Soybean Populations
cqSeed oil-003	Young	PI416937	Seed oil content	Crop Science	2004	44	1218-1225	Validation and Designation of Quantitative Trait Loci for Seed Protein, Seed Oil, and Seed Weight from Two Soybean Populations
cqSeed oil-004	PI 468916	A81-356022	Seed oil content	Crop Science	2006	46	834-839	Fine Mapping of a Seed Protein QTL on Soybean Linkage Group I and Its Correlated Effects on Agronomic Traits
cqSeed oil-005	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-006	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-007	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-008	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-009	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-010	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-011	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-012	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-013	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-014	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-015	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed oil-016	Magellan	Pi 438489B	Seed oil content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed phytate-001	CX1834-1-2	5601T	Seed phytate content					Confirmation of molecular markers and agronomic traits associated with seed phytate content in two soybean RIL populations
cqSeed phytate-002	CX1834-1-2	5601T	Seed phytate content					Confirmation of molecular markers and agronomic traits associated with seed phytate content in two soybean RIL populations
cqSeed protein-001	PI 97100	Coker 237	Seed protein content	Crop Science	2004	44	1218-1225	Validation and Designation of Quantitative Trait Loci for Seed Protein, Seed Oil, and Seed Weight from Two Soybean Populations
cqSeed protein-002	PI 97100	Coker 237	Seed protein content	Crop Science	2004	44	1218-1225	Validation and Designation of Quantitative Trait Loci for Seed Protein, Seed Oil, and Seed Weight from Two Soybean Populations
cqSeed protein-003	PI 468916	A81-356022	Seed protein content	Crop Science	2006	46	834-839	Fine Mapping of a Seed Protein QTL on Soybean Linkage Group I and Its Correlated Effects on Agronomic Traits
cqSeed protein-004	Magellan	Pi 438489B	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-005	Magellan	Pi 438489B	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-006	Magellan	Pi 438489B	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-007	Magellan	Pi 438489B	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-008	Magellan	Pi 438489B	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-009	Magellan	Pi 438489B	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-010	Magellan	PI 567516C	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-011	Magellan	PI 567516C	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-012	Magellan	PI 567516C	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-013	Magellan	PI 567516C	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-014	Magellan	PI 567516C	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-015	Magellan	PI 567516C	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed protein-016	Magellan	PI 567516C	Seed protein content	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed weight-001	Young	PI 416937	Seed weight per plant	Crop Science	2004	44	1218-1225	Validation and Designation of Quantitative Trait Loci for Seed Protein, Seed Oil, and Seed Weight from Two Soybean Populations
cqSeed weight-002	Young	PI 416937	Seed weight per plant	Crop Science	2004	44	1218-1225	Validation and Designation of Quantitative Trait Loci for Seed Protein, Seed Oil, and Seed Weight from Two Soybean Populations
cqSeed weight-003	PI 468916	A81-356022	Seed weight per plant	Crop Science	2006	46	834-839	Fine Mapping of a Seed Protein QTL on Soybean Linkage Group I and Its Correlated Effects on Agronomic Traits
cqSeed weight-004	Magellan	Pi 438489B	Seed weight per plant	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed weight-005	Magellan	Pi 438489B	Seed weight per plant	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed weight-006	Magellan	Pi 438489B	Seed weight per plant	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed weight-007	Magellan	Pi 438489B	Seed weight per plant	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed weight-008	Magellan	Pi 438489B	Seed weight per plant	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
cqSeed weight-009	Magellan	Pi 438489B	Seed weight per plant	Crop Science Society of America				Genetic Mapping and Confirmation of Quantitative Trait Loci for Seed Protein and Oil Contents and Seed Weight in Soybean
